"id","condition","topic.symbolic","mcheck1","mcheck2","Q23_1","anger1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","contempt1","disgust1","anger4","anger2","contempt2","disgust2","contempt4","attention.check","anger3","contempt3","disgust3","disgust4","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0 & 1","voodoo2 - 0 & 1","voodoo3 - 0 & 1","voodoo4 - 0 & 1","voodoo5 - 0 & 1","voodoo6 - 0 & 1","voodoo7 - 0 & 1","voodoo8 - 0 & 1","voodoo9 - 0 & 1","voodoo10 - 0 & 1","tangram.check","tangram.videocheck","tangram.easy.1 (3)","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 (3) - 0 & 1","tangram.easy.2 - 0 & 1","tangram.easy.3 - 0 & 1","tangram.easy.4 - 0 & 1","tangram.easy.5 - 0 & 1","tangram.easy.6 - 0 & 1","tangram.easy.7 - 0 & 1","tangram.easy.8 - 0 & 1","tangram.easy.9 - 0 & 1","tangram.easy.10 - 0 & 1","tanrgam.medium.1 - 0 & 1","tanrgam.medium.2 - 0 & 1","tanrgam.medium.3 - 0 & 1","tanrgam.medium.4 - 0 & 1","tanrgam.medium.5 - 0 & 1","tanrgam.medium.6 - 0 & 1","tanrgam.medium.7 - 0 & 1","tanrgam.medium.8 - 0 & 1","tanrgam.medium.9 - 0 & 1","tanrgam.medium.10 - 0 & 1","tanrgam.hard.1 - 0 & 1","tanrgam.hard.2 - 0 & 1","tanrgam.hard.3 - 0 & 1","tanrgam.hard.4 - 0 & 1","tanrgam.hard.5 - 0 & 1","tanrgam.hard.6 - 0 & 1","tanrgam.hard.7 - 0 & 1","tanrgam.hard.8 - 0 & 1","tanrgam.hard.9 - 0 & 1","tanrgam.hard.10 - 0 & 1","topic.realistic","topic.control","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
1,"realistic",,2,2,26,4,29,29,27,24,29,25,27,24,29,29,29,27,2,2,5,1,2,3,5,1,2,2,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,25.0,5,11,-0.95,-0.96,-0.85,-0.89,-1.0,-0.63,5
2,"control",,1,1,24,1,24,24,30,24,24,24,28,24,24,24,24,30,1,1,6,1,1,1,7,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,,1,1,1,1,,,,1,,,,1,1,1,,,,,,,,,1,,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,1,2,29.0,3,7,0.21,-0.87,-1.0,-0.67,-1.0,-0.58,5
3,"symbolic",3,2,5,26,4,27,27,29,25,27,30,29,24,26,30,30,24,5,5,2,3,5,6,2,1,4,6,6,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,26.0,3,1,-1.0,-0.83,-0.86,-0.4,-0.77,-1.0,5
4,"symbolic",2,2,2,29,2,29,29,26,29,29,26,27,24,29,29,29,26,2,2,4,2,2,4,5,1,2,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,1,,,,,1,1,,1,,,1,,,,,,1,,1,,,1,,,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,,,1,27.0,4,11,0.85,0.35,0.32,0.41,0.85,0.42,5
5,"realistic",,5,4,24,1,24,27,24,26,29,26,29,24,26,26,29,29,1,5,1,4,2,4,2,1,4,4,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,,,,,,,,,1,,1,,1,,1,1,,1,1,,,,1,1,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,,2,70.0,4,2,-1.0,-0.85,-1.0,-1.0,-1.0,-0.85,5
6,"control",,5,5,24,1,29,26,30,29,26,24,27,24,29,24,29,26,2,4,6,2,4,1,5,1,2,1,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,19.0,3,11,0.95,0.15,0.05,-0.4,0.14,-0.02,5
7,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,30,1,1,7,1,1,1,7,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,57.0,5,11,-1.0,-0.08,-0.1,0.05,-0.04,-0.1,5
8,"realistic",,1,1,26,4,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,233.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,,1,,,1,1,,1,,,,,,,,1,1,,1,,1,,,,,1,,1,,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,3,,2,39.0,3,4,-1.0,0.0,0.0,0.0,0.0,1.0,5
9,"symbolic",2,7,7,26,4,25,30,24,29,30,27,29,24,29,30,30,24,3,6,1,2,6,5,2,1,2,6,6,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,1,1,,,,1,1,,,,,,1,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,,,1,38.0,5,2,-0.89,-0.27,-0.18,-0.28,-0.27,-0.26,5
10,"symbolic",3,2,6,24,1,25,27,29,29,30,27,29,24,29,27,27,29,3,5,2,2,6,5,2,1,2,5,5,2,118.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,1,,,,,,1,1,1,1,1,,1,1,1,1,,,,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,,,2,21.0,4,1,0.8,-0.7,-0.74,-0.41,-1.0,-0.41,5
11,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,28,1,1,6,1,1,1,6,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,2,20.0,2,10,-0.7,-0.4,-1.0,-0.29,-1.0,-0.6,5
12,"symbolic",1,1,2,29,2,29,27,24,24,29,25,27,24,24,25,24,24,2,5,1,1,2,3,5,1,1,3,1,1,179.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,71.0,3,7,-1.0,-0.92,-1.0,-1.0,-0.95,-1.0,5
13,"realistic",,4,1,24,1,24,24,30,24,24,24,27,24,24,24,24,27,1,1,6,1,1,1,5,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,1,,1,,,,1,,1,1,,,,1,,1,,1,,,,,,,,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,,2,22.0,3,1,-1.0,-0.63,-0.36,-0.28,-0.46,-0.45,5
14,"realistic",,5,2,24,1,25,29,27,24,29,29,27,24,24,24,24,27,3,2,5,1,2,2,5,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,1,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,1,,,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,2,29.0,3,10,-1.0,0.0,0.04,0.01,0.0,0.0,5
15,"realistic",,3,2,29,2,29,25,27,25,29,29,27,24,29,29,29,26,2,3,5,3,2,2,5,1,2,2,2,4,228.0,61.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,,,1,,,,,1,,1,1,,,1,,1,1,1,,,,,,1,,,,,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,,2,18.0,3,10,-0.52,-0.86,-0.94,-0.73,-0.95,-0.78,5
16,"realistic",,6,4,26,4,26,26,26,29,29,29,26,24,29,26,29,25,4,4,4,2,2,2,4,1,2,4,2,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,2,32.0,4,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
17,"symbolic",3,4,6,29,2,27,27,26,29,25,27,25,24,29,25,27,25,5,5,4,2,3,5,3,1,2,3,5,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,1,19.0,3,10,0.1,-0.5,-0.49,-0.1,-0.5,-0.48,5
18,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,52.0,4,4,0.36,0.33,0.11,0.45,0.45,0.18,5
19,"symbolic",1,2,6,29,2,25,25,25,24,26,27,25,24,24,27,27,25,3,3,3,1,4,5,3,1,1,5,5,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,25.0,3,1,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,5
20,"control",,1,1,24,1,24,24,27,24,24,29,26,24,24,29,24,26,1,1,5,1,1,2,4,1,1,2,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,1,,,1,,1,,,1,,,1,,1,,,1,,,1,,,1,,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,,1,2,28.0,5,1,1.0,0.0,-0.1,-0.08,0.07,-0.54,5
21,"control",,2,2,24,1,24,24,30,24,24,24,30,24,24,24,24,26,1,1,6,1,1,1,6,1,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,3,2,34.0,4,7,-0.84,0.74,0.85,0.84,0.53,0.91,5
22,"control",,2,2,29,2,29,29,27,24,24,24,26,24,24,24,24,27,2,2,5,1,1,1,4,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,,,,1,,,1,1,1,,,1,1,,1,1,,,,,1,,,,1,,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,,3,2,22.0,4,1,0.33,-0.4,-0.5,0.3,-0.12,-0.71,5
23,"realistic",,6,2,26,4,27,26,26,29,26,26,26,24,26,26,26,26,5,4,4,2,4,4,4,1,4,4,4,4,176.0,182.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,1,1,1,1,,1,,,,,1,,,,1,,,,,,,,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,2,25.0,4,1,0.79,0.85,-0.92,0.61,-0.73,-0.8,5
24,"control",,6,6,28,7,26,29,27,30,30,28,30,24,30,28,30,30,4,2,5,6,6,7,6,1,6,7,6,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,,1,,,1,,1,,1,,1,,1,,,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,1,47.0,5,2,0.74,0.72,0.46,0.42,0.43,0.55,5
25,"symbolic",2,7,7,29,2,27,25,29,27,29,30,24,24,24,24,26,26,5,3,2,5,2,6,1,1,1,1,4,4,65.0,239.0,146.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,2,58.0,4,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
26,"symbolic",2,1,4,24,1,26,26,25,24,26,26,25,24,24,27,26,29,4,4,3,1,4,4,3,1,1,5,4,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,29.0,5,2,0.5,0.01,0.01,0.01,0.01,0.01,5
27,"symbolic",1,7,7,30,6,30,28,24,28,30,28,29,24,24,28,30,25,6,7,1,7,6,7,2,1,1,7,6,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,2,27.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
28,"control",,5,7,29,2,25,25,26,29,25,26,26,24,29,26,25,25,3,3,4,2,3,4,4,1,2,4,3,3,132.0,164.0,135.0,142.0,42.0,238.0,117.0,158.0,175.0,139.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,,1,1,,,,,,1,,1,1,,,,,,,1,,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,,2,1,25.0,5,10,0.37,0.38,0.41,0.68,0.38,-0.35,5
29,"symbolic",1,6,5,29,2,28,28,24,26,30,28,24,24,26,26,30,24,7,7,1,4,6,7,1,1,4,4,6,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,,1,40.0,4,1,-1.0,-0.26,-0.5,-0.11,-0.51,-0.75,5
30,"realistic",,2,3,24,1,24,24,26,24,24,29,27,24,24,29,24,26,1,1,4,1,1,2,5,1,1,2,1,4,248.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,1,,1,1,,,1,,1,,,1,1,1,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,,2,22.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
31,"realistic",,5,3,29,2,29,29,24,26,29,26,25,24,29,29,29,26,2,2,1,4,2,4,3,1,2,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,,1,30.0,3,4,-0.14,-1.0,-1.0,-1.0,-1.0,-1.0,5
32,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,28,1,1,6,1,1,1,6,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,54.0,4,2,0.5,-0.2,-1.0,-1.0,-1.0,-1.0,5
33,"realistic",,6,7,29,2,29,27,25,29,26,27,25,24,29,25,26,29,2,5,3,2,4,5,3,1,2,3,4,2,144.0,168.0,143.0,134.0,158.0,190.0,237.0,125.0,160.0,97.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,,1,,1,1,1,,1,,,,1,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,2,,1,34.0,4,2,-1.0,-0.79,-0.8,-0.82,-0.82,-0.03,5
34,"control",,1,1,24,1,24,24,27,24,24,26,26,24,24,24,24,27,1,1,5,1,1,4,4,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,19.0,3,7,-1.0,-0.4,-1.0,-0.4,-0.4,-0.4,5
35,"symbolic",1,7,7,25,3,25,27,26,24,27,30,26,24,29,26,26,24,3,5,4,1,5,6,4,1,2,4,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,1,,1,1,,,1,1,1,,1,,,,1,1,,,,,1,1,,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,,,2,35.0,3,7,-1.0,-1.0,-0.69,-1.0,-0.77,-1.0,5
36,"realistic",,7,7,24,1,24,24,24,24,24,24,24,24,24,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,1,29.0,3,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
37,"control",,1,1,24,1,24,24,27,24,24,24,27,24,24,24,24,30,1,1,5,1,1,1,5,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,33.0,3,4,-1.0,-0.64,-0.77,-0.57,-1.0,-1.0,5
38,"realistic",,4,2,24,1,24,24,26,24,24,24,26,24,24,24,24,26,1,1,4,1,1,1,4,1,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,,2,54.0,3,7,0.7,0.75,0.76,0.86,0.87,0.82,5
39,"symbolic",2,6,6,24,1,24,27,26,24,24,29,26,24,24,25,24,27,1,5,4,1,1,2,4,1,1,3,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,22.0,4,10,1.0,-0.55,-0.62,-1.0,-0.56,-0.77,5
40,"symbolic",1,2,3,29,2,25,29,27,29,29,29,26,24,29,25,25,26,3,2,5,2,2,2,4,1,2,3,3,4,230.0,199.0,60.0,99.0,149.0,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,,,,1,,,,,1,1,1,1,,,1,1,,,1,1,,,,,,,1,,,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,,,1,36.0,5,1,-0.2,0.45,0.62,0.36,-0.49,-0.59,5
41,"control",,1,1,24,1,24,24,26,24,24,29,27,24,24,29,29,26,1,1,4,1,1,2,5,1,1,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,1,,,1,1,,1,1,,,,1,,,1,,,,,1,,,,,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,,1,2,18.0,3,10,-1.0,0.0,0.0,-0.49,0.3,-0.53,5
42,"realistic",,4,4,29,2,29,26,26,24,24,25,26,24,29,25,29,26,2,4,4,1,1,3,4,1,2,3,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,,2,36.0,5,7,0.6,-0.85,-0.9,-0.95,-0.95,-0.99,5
43,"symbolic",3,7,7,28,7,28,28,24,29,30,28,24,24,30,28,28,24,7,7,1,2,6,7,1,1,6,7,7,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,,2,18.0,3,10,-1.0,-0.5,-1.0,-0.35,-1.0,-0.87,5
44,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,29,24,27,1,1,6,1,1,1,6,1,1,2,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,3,1,33.0,4,2,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,5
45,"realistic",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,30,1,1,7,1,1,1,7,1,1,1,1,6,38.0,36.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,32.0,4,1,-1.0,-0.97,-1.0,-1.0,-1.0,-1.0,5
46,"symbolic",1,2,4,29,2,29,27,30,29,24,29,27,24,25,27,26,27,2,5,6,2,1,2,5,1,3,5,4,5,162.0,127.0,178.0,130.0,141.0,140.0,154.0,235.0,67.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,,1,,1,1,,1,,,,1,,1,,,1,,,1,,,,,,,,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,,1,30.0,4,1,0.43,0.41,0.76,-0.54,0.3,0.61,5
47,"control",,2,2,24,1,29,29,30,24,24,24,27,24,24,24,24,30,2,2,6,1,1,1,5,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,1,1,,,1,1,1,1,,,1,1,,,1,,,,,,1,,1,,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,,1,2,21.0,3,10,-1.0,-0.5,-1.0,-1.0,-1.0,-0.8,5
48,"symbolic",2,5,5,24,1,25,27,25,24,24,27,29,24,29,29,29,27,3,5,3,1,1,5,2,1,2,2,2,5,171.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,1,,,,,,,,1,,,,,1,,,1,,1,1,1,1,,1,1,1,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,,,1,32.0,5,1,-0.96,-0.84,-0.93,-0.68,-0.99,-0.98,5
49,"realistic",,6,7,29,2,26,27,25,24,26,27,26,24,24,27,26,29,4,5,3,1,4,5,4,1,1,5,4,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,57.0,3,4,0.58,0.76,0.74,0.73,0.84,0.76,5
50,"symbolic",1,5,2,29,2,25,25,26,29,25,26,26,24,29,29,25,26,3,3,4,2,3,4,4,1,2,2,3,4,157.0,128.0,140.0,144.0,110.0,128.0,147.0,167.0,177.0,,1,1,1,1,1,1,1,1,1,0,1,1,,1,1,,1,,,,,,,1,1,1,1,,,,,,,,1,1,1,,,1,,,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,,2,29.0,5,2,-0.6,-0.29,-0.51,0.12,-0.65,-0.89,5
51,"control",,7,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,177.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,33.0,3,1,0.57,0.01,0.0,1.0,1.0,-1.0,5
